,Date,User,Tweet
1345,2022-09-08 13:09:23+00:00,delhantek,GUA SEDIH BGT KEK BENER BENER SEDIH KONSERNYA BERHASIL DIA BER7 BISA KONSER LAGI SETELAH SEMUA RINTANGAN BADAI ANGIN PUTING BELIUNG NCT DREAM BISA KONSER BERTUJUH LAGI GUA SEDIH
1346,2022-09-08 10:27:27+00:00,yesikapn,"Sekalinya hujan ada berita putingbeliung, ngeri🥺"
1347,2022-09-07 23:04:08+00:00,ayezragiel,"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?"
1348,2022-09-07 16:11:25+00:00,devsyaniya,"Kadang mikir dikit, lah kok bisa ya gw ama dia bisa tetep bareng ampe sekarang padahal sama² anak pertama, tiada hari tanpa hujan badai angin ribut halilintar puting beliung banjir gempa tsunami longsor."
1349,2022-09-07 14:44:37+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1350,2022-09-07 14:03:12+00:00,bitterieme,"Agak trauma kalau hujan,gara gara kemarin abis kena angin puting beliung kamar🙏
Alamat susah tidur lagi ini mah"
1351,2022-09-07 03:56:23+00:00,exonattren,"Korea lagi kenapa dah? 
Kemaren kebanjiran, sekarang angin puting beliung :"""
1352,2022-09-06 17:42:11+00:00,underjaesspell,"tau ah, kalo reinkarnasi mau jadi angin aja. Angin puting beliung tapi biar tetep bisa marah marah"
1353,2022-09-06 16:34:59+00:00,_together___,"Orang yang menabur kecurangan akan menuai bencana: Sebab mereka menabur angin, maka mereka akan menuai puting beliung."
1354,2022-09-06 14:35:05+00:00,hikyubee,"capek banget hari ini 😭 masalah kuliah, kampus, ortu, adek, semua muter kek puting beliung. Ak sbg anak pertama mumetnya minta ampun. Serba salah di mata semua pihak 🥹 pdhal aku mikir semua juga udah mateng sampe ngalah nrima semuanya"
1355,2022-09-06 10:22:56+00:00,prajuritnaga,"lagi fokus kelas tiba2 dapet notif yg bikin bom atom meledak duar, bumi gonjang ganjing, angin puting beliung bertiup, hati—eh rumah porak poranda"
1356,2022-09-06 09:26:04+00:00,depannyaI,"Dikira enak kali berdiri di kaki orang, tekanannya udah kayak angin puting beliung kalau pengen tau"
1357,2022-09-06 08:12:19+00:00,atikahhazmi_,Aku tersengguk dah macam puting beliung ye
1358,2022-09-06 07:53:28+00:00,beritaindo,20 KK Korban Angin Puting Beliung di Bintan Dapat Bantuan Perbaikan Rumah {EntryUrl}}
1359,2022-09-05 17:58:03+00:00,icollectminsung,gue dari dulu benci banget sama puting beliung anjjjj gue gasuka banget gue bahkan sampe nangis2 ke nyokap gue tiap liat awan udah item banget takutnya ada tornado etc
1360,2022-09-05 16:14:06+00:00,macam2ale,biasanya sequel tuh konfliknya ujan doang LAH INI BADAI TOPAN PUTING BELIUNG BANJIR BANDANG ANJINNGGGG CAPEKNYA AKU 😭😭
1361,2022-09-05 14:10:24+00:00,merrlisaa,"Di Berita Bdg ada angin puting beliung, sementara Arcamanik mah gerimis aja engga, malah hareudang."
1362,2022-09-05 12:08:38+00:00,adam_alamsyahh,"Dumane pacare arek bpbd, bione di tulis anti banjir, sunami, angin puting beliung, topan, lesos.~"
1363,2022-09-05 10:53:17+00:00,fauziafthrn,Apa cuman di moh toha doang yg tadi berasa angin puting beliung? Serem banget deh🥲
1364,2022-09-05 10:49:12+00:00,PRFMnews,"17.48 RT @NajibIbrahim28  barusan angin kencang jiga puting beliung, daerah lodaya sama buahbatu, hati2 buat pengendara"
1365,2022-09-05 10:42:41+00:00,dalkkori,Anjir kayaknya ada puting beliung lewat rumah gue
1366,2022-09-04 09:25:12+00:00,riofarizi,"Fs, pc, pejabat tolol dan semua keroconya bawa ke bogor pas hujan petir angin puting beliung terus iket ditengah lapangan deh. Hukuman yg pas buat bangsat"
1367,2022-09-04 09:23:09+00:00,dorenminfasol,"Serem gais, bogor angin puting beliung"
1368,2022-09-04 08:54:55+00:00,anyablzz1,"hal yg paling d takutin selain takut kehilangan vallen itu, di rumah sendirian tiba’ ada angin puting beliung + hujan angin + konslet + ngga ada sinyal :)"
1369,2022-09-04 08:18:31+00:00,LJotari,"Sendirian kerja remote di Bumi Kiwari, jol puting beliung. Ya Allah :')"
1370,2022-09-04 06:44:36+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1371,2022-09-03 09:39:50+00:00,gojsosatoru,gue takut bentar lagi jakarta kena puting beliung
1372,2022-09-03 05:32:35+00:00,choigyu_,Ya allah itu gif pernah membuat perasaanku porak poranda kayak abis kena angin puting beliung 😂
1373,2022-09-02 16:02:12+00:00,Karsinayu,kaya ada pusaran ombak puting beliung di perut.
1374,2022-09-02 13:07:24+00:00,riyancewe,"buset da ini ma gua bkn cuman masuk angin, masuk puting beliung 😭"
1375,2022-09-02 12:15:20+00:00,supernorva,"""Kok Sera tumben gak berisik""
Sera: Halo (di tengah badai puting beliung)"
1376,2022-09-02 05:20:56+00:00,ewaisan_,"Kai dan Re ini kisahnya udah kayak ombak badai angin puting beliung, gila ah sakit banget"
1377,2022-09-01 11:53:21+00:00,Lilylavenderrr,"Seantero Skyhut Tambun tahu kalau Chef Bala marah mengamuk mcm manakan. So kalau Zulfikri marah i,i akan anggap sama je mcm Chef Bala.. Still tetap sayang jugak walau dia kalau marah memang puting beliung."
1378,2022-09-01 11:50:07+00:00,hilmanhfzn,Angin kencang... bawakan puting beliung...
1379,2022-09-01 04:31:28+00:00,jeaneknath,toilet sebelah ada angin puting beliung kynya
1380,2022-09-01 02:08:21+00:00,rapsoydi,tiap episode upin ipin kehujanan terus ketemu angin puting beliung itu ditayangin gue selalu : 😭🥲
1381,2022-08-31 22:44:35+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1382,2022-08-31 08:40:58+00:00,kolorkendor__,Ngentot udh tau ada angin puting beliung tetep aja kerja kontol
1383,2022-08-31 07:26:25+00:00,wtprk04,"Kata gw mah jaga2...
Kalau ship lain ""Ada 🌈 sehabis hujan""
Khusus mley ""Ada badai, petir, puting beliung, banjir, tsunami, agensi, Yanti sehabis 🌈""

😌👍"
1384,2022-08-31 03:07:52+00:00,kyuu4laa,"Tbtb terbngun krn mimpi ada angin puting beliung belakang rumah, efek tdur pagi kh?😣😖"
1385,2022-08-30 05:07:02+00:00,muhasabduIIah,"masih jadi misteri kenapa kalo berangkat mepet ada ajaa kenak lampu merah, jalan macet, banjir, sunami, puting beliung :("
1386,2022-08-30 00:17:25+00:00,bIushkitten,"guru mtk &amp; guru ekonomi jika diterpa hujan, banjir dan puting beliung spertinya akan ttap datang 😇😇"
1387,2022-08-29 07:52:57+00:00,nnngflol,tkut bgt nnti di jlan tetiba ujan deras trus ad angin puting beliung kek waktu itu 😭
1388,2022-08-29 02:12:58+00:00,ameerahshaari,jet terbang rendah lah kot dekat Bukit Bintang ni sebab bunyi dia menakutkan 😭 aku ingat puting beliung tadi. practice hari kebangsaan ke apa ni 😭
1389,2022-08-28 14:44:37+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1390,2022-08-28 12:35:53+00:00,MuazSevencent4,Ribut la kuat lagi kalau boleh puting beliung trus bia ak mampos
1391,2022-08-27 11:57:46+00:00,intaaanrm,Depok gajelas bgt suka tiba tiba ada puting beliung wkwkwkwk
1392,2022-08-27 11:05:41+00:00,androidcase_,Hujan es + puting beliung = kebanjiran 🙂
1393,2022-08-26 15:04:05+00:00,ayezragiel,"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?"
1394,2022-08-26 14:28:53+00:00,zjiaakwr,"inget banget dulu waktu 2021an emoji favorit gua pasti angin puting beliung🌪🌪
wkwkwk ngakakkk, ngga tau apa filosofinya anjerrrr. sekarang ada lagi, baru, udah lama sih, tapi tiba tiba angin puting beliung nya udah jarang dipake lagiii. kalo sekarang tuh ini 🦾"
1395,2022-08-26 06:05:01+00:00,rigelpraya,Deket rumah ada puting beliung anjay 🫶🏻🫰🏻
1396,2022-08-25 16:09:55+00:00,biatsabina,"aku td siang belanja ke warung ada angin puting beliung GEDEEE banget, mana ber2  sm cowo kyknya ank pak rt, gila butuh effort bgt buat jalan😭"
1397,2022-08-25 06:44:38+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1398,2022-08-25 04:33:03+00:00,AliaSabarinaa,Weh takutnya angin kuat gila yang berbunyi mcm puting beliung tu 😭😩
1399,2022-08-24 14:36:41+00:00,yudasilmamausuf,"Pingin angin sepoy"" yang datang angin puting beliung"
1400,2022-08-24 04:30:23+00:00,yoonjaehyukp,cpek bnget sdh ujian bdan q serasa lemah kekuatan q tertiup angin puting beliung
1401,2022-08-24 01:50:07+00:00,Aprilanakbaik,Setelah beberapa badai ombak puting beliung tsunami cobaan idup sekarang hidup gua lebih ke NGANG NGONG NGANG NGONG aja :’)
1402,2022-08-23 16:28:37+00:00,mambustoo,"Alhamdulillah, sekarang mamah suka nya dewa 19 bukan atta puting beliung"
1403,2022-08-23 15:05:45+00:00,pirimingi,akun ini macam kena angin puting beliung
1404,2022-08-23 12:55:19+00:00,BanozzT,"babi lari di sini udh kek ada angin puting beliung, ke arah mana aj gw lari anginny kenceng bat anjing"
1405,2022-08-23 11:15:50+00:00,Elizanvtrs1,"Tahun ini udah berasa jatuh,ketimpa tangga,batu,besi,kaca diterjang badai,puting beliung,topan, hancur lebur,amburadul,kacau balau,parah sih."
1406,2022-08-23 07:53:09+00:00,fhaaqey,salam bos saya bad mood..bersiapla angin puting beliung😭
1407,2022-08-23 06:17:45+00:00,nnniqm_,"Rasa macam, diri aku yang mcm puting beliung ni boleh tenang sekelip mata"
1408,2022-08-22 22:09:56+00:00,daksanestapa,semangat karna setiap ada badai pasti selanjutnya bakal ada petir dan hujan seerta angin puting beliung berlalu. berlalu lalang.
1409,2022-08-22 12:34:50+00:00,Driyan76850649,"Penasaran deh angin puting beliung, 
Kalo putingnya tak cubit marah nggak ya?"
1410,2022-08-22 07:35:35+00:00,SweetHbee98,"""huru hara nyaa bilik kau mcm kena puting beliung "" 

🤍 u should see my life"
1411,2022-08-21 22:44:34+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1412,2022-08-21 18:49:41+00:00,Theappleofme,"See? Kebahagiaan di sisi lain juga memunculkan kewaspadaan. Dan bener aja. Ga sampai lima tahun kemudian i've seen storm and lots of puting beliung that caught marriage into pieces. Some couple got divorced and other, like me separated by the destiny."
1413,2022-08-21 16:29:00+00:00,itaaachiii00,Kenapa puting wanita lebih ena daripada puting beliung ya?
1414,2022-08-21 12:02:41+00:00,Ridwan_RM_,"Suatu hari ada angin puting beliung yang dahsyat, rumah2 rata dengan tanah tetapi anehnya ada sebuah warung yang masih berdiri de #D1b25527"
1415,2022-08-20 15:00:35+00:00,sitengiil,cukup. stressnya cukup. kemaren seharian ga on twt tiba-tiba diserang badai tsunami gempa bumi angin puting beliung momen tk yg bikin ga waras hahahah mampus bgt.
1416,2022-08-20 10:07:31+00:00,tokabahtabah,semua macam dah cuak sebab kena patah balik tapi at the same time dok record puting beliung tu. aku je la tak rakam sebab terpegun
1417,2022-08-20 09:59:39+00:00,tokabahtabah,"snorkeling cancel🤣🤣 sampai2 je baru nak turun, tetibe puting beliung dpn mata"
1418,2022-08-20 05:20:26+00:00,arstrophilia,Tetap terlihat tenang walaupun kepala udah wrrrr wrrr wssss wrdrreerrrr seperti angin puting beliung
1419,2022-08-20 04:57:51+00:00,MgKurnia,"ko bisa ya hidup gua lagi tenang-tenangnya banget, dari bulan maret tuh kalo nangis pun karna nangisin idol kpop bukan nangisin masalah besar. gua jadi curiga nih jaga-jaga takutnya tiba-tiba ada badai puting beliung angin ribut"
1420,2022-08-20 02:16:37+00:00,runaxilux,Penat lah kena marah dengan bos sampai rasa macam degraded ni. Penat nak kena acah senyum depan patients padahal dalam hati dah hujan ribu puting beliung. 😂
1421,2022-08-19 15:37:10+00:00,jennietwinss,"taring ular, laba-laba,angin puting beliung, akuarium,kaca pecah gaada yh bestie"
1422,2022-08-19 05:28:05+00:00,skny___231,"di saat diri ini sedang serius ingin beli sbt needs, disitulah uang-uangku pergi bagai angin puting beliung😭😭😭😭😭😭😭"
1423,2022-08-19 04:21:23+00:00,lalalida_,"Gak ada ular/laba-laba apalagi puting beliung😭🤣

PINK VENOM OUT NOW
#BLACKPINKVenomInYourArea
#오후한시_핑크베놈에_중독될시간 #PINKVENOM       @BLACKPINK"
1424,2022-08-19 04:13:00+00:00,ewsbdiv,Ga ada uler ga ada laba-laba ga ada angin puting beliung AJAKSNXBSVSC WKWK
1425,2022-08-19 02:55:11+00:00,ohhNadzier,Puting beliung ppgi ni
1426,2022-08-19 01:54:17+00:00,baozi1999,Pahal mood org aritok x seberapa ilak? No wonder tiba2 aku rasa mcm maok balit rumah jak eventho baruk sampe ke parking office.. Suma org mood tgh dlm puting beliung.. Meja aku tok pun dh mcm lekak puting beliung
1427,2022-08-18 16:01:39+00:00,serifruity,Emang angin puting beliung bisa dikirim?
1428,2022-08-18 14:44:37+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1429,2022-08-18 12:46:54+00:00,RZoldyck91,"Ada yang bisa bantu gw gak??, gw abis dri dufan nih gw deg deg an gila gara² naik puting beliung."
1430,2022-08-18 12:42:41+00:00,ustadaheng,upin ipin puting beliung sedih bgt jir
1431,2022-08-18 10:56:39+00:00,elchahaha,Hari ketiga bekerja di tempat tsunami ribut petir puting beliung 🥲
1432,2022-08-18 09:39:48+00:00,jeonhjamal,GUA DAH RASANYA MAU BERUBAH JADI ANGIN PUTING BELIUNG ANJ JANCOK
1433,2022-08-18 02:05:19+00:00,Audhiaa,mimpi balik sma lg trus lg jalan di koridor tbtb ada puting beliung BENERAN KERASA PRESSURE ANGINNYA😱
1434,2022-08-17 21:53:53+00:00,majiro___,Aura ku biru langit tapi berat artinya bisa ku kirimkan klean angin puting beliung
1435,2022-08-17 06:47:32+00:00,JosiKumbara,"Seseorang yg dulunya menyukai hujan pun akhirnya memilih berteduh sejenak.

*Ya hujannya hujan badai angin ribut puting beliung halilintar… gmn ga neduh… gila lu."
1436,2022-08-17 02:45:33+00:00,funnsyx,Ini ada 17 pesawat ga sih di halim yg lewat? Aku di rumah nenek kedengeran bgt kek angin puting beliung😭
1437,2022-08-16 15:50:46+00:00,babysnow2102,"Kaga ada puting beliung kaga ada laba laba kaga ada uler gua liat"" 😭😭😭😭😭🤣🤣🤣🤣🤣

I BRING THE PAIN LIKE
PINK VENOM MV TEASER #2DaysToPINKVENOM @BLACKPINK"
1438,2022-08-16 15:50:02+00:00,blinkmf,[bp] jadi maksud emot uler ama laba-laba + emot puting beliung dari lisa tuh apaan😭😭
1439,2022-08-16 14:03:45+00:00,ESSENSIM0,duh ini upin ipin di episode puting beliung nyebelin bet ajgggg disuruh balik kaga mau akhirnya kejebak badai
1440,2022-08-16 02:38:21+00:00,KhairunAqie,nak menangis ah pagi pagi rasa angin puting beliung
1441,2022-08-15 19:37:50+00:00,slowhend,km pernah gk masuk angin tapi angin puting beliung?
1442,2022-08-15 15:18:34+00:00,keselekbichen,ditengah goncangan badai topan puting beliung di hidupku ini aku sempatkan untuk menonton shining for one thing
1443,2022-08-15 13:48:02+00:00,SepikaG_twt,Shittt ni nk puting beliung ke ape... asal seram sgt bunyi angin ni aduu
1444,2022-08-15 13:26:54+00:00,asusupisang,ini beneran puting beliung lg kh?
1445,2022-08-15 13:22:49+00:00,uknowuknow_,"Duhhh maaf maaff banget ama beberapa moots yg aku bub, maaf bangett 🙏🙏. Aku gak pengen ada puting beliung 🌪 di tl aku. Im so sorry"
1446,2022-08-15 10:04:33+00:00,thisissunnieyo,kerja hari ini genrenya mobat mabit puting beliung
1447,2022-08-15 09:13:38+00:00,gupiwin,"lagunya enak buat ngegalau ditengah hujan geludug petir puting beliung 🥺🥺🥺🥺🥺🥺🥺🥺

#Bright_LostandFound 
#bbrightvc"
1448,2022-08-15 09:01:00+00:00,collegemenfess,gais mo nanya clu3 makanan angin puting beliung janda apaan yak? [cm]
1449,2022-08-15 06:44:37+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1450,2022-08-15 03:43:21+00:00,Bayu_bypp,"Senin
“Semoga hari ini ada angin puting beliung britama”"
1451,2022-08-15 00:21:39+00:00,lilyjs10,"On another note though, xfaham cikgu2 yg sepanjang masa meja mcm ribut taufan. Like, in a shared space pandai2 la ba kemas mana yg patut. Lain la kalau dlm rumah sndiri, ribut taufan ka puting beliung la, suka hti hngpa la nak buat lagu mana"
1452,2022-08-14 14:05:50+00:00,CoklatStandar,knapa dinamakan angin puting beliung ya... apa puting punya sedasyat itu ya... 🤔🤔🤔
1453,2022-08-14 14:00:01+00:00,sipittapiitem,YA ALLAAAAAH ANGIN PUTING BELIUNG AAP YAAAAA😭😭😭😭
1454,2022-08-14 11:09:35+00:00,updatejawatimur,"17.52
INFO AWAL
pohon tumbang dan rumah2 hancur sebagian karena puting beliung, bikin macet jalan #bangkalan arah tanah merah

via @maasind 

Jika ada yang mengetahui update terkini puting beliung di Bangkalan ini, silahkan mention ke kami."
1455,2022-08-14 10:52:45+00:00,maasind,"pohon tumbang dan rumah2 hancur sebagian karena puting beliung, bikin macet jalan bangkalan arah tanah merah @e100ss"
1456,2022-08-14 09:51:08+00:00,e100ss,"Anton Budiono pendengar SS melaporkan, sekitar pk. 14.00 WIB tadi ada angin puting beliung di baratnya Pasa Patemon, Tanah Merah, Bangkalan. Angin itu mengakibatkan pohon tumbang dan sekitar enam atap rumah lepas. (1/hm)"
1457,2022-08-14 08:19:42+00:00,schfess,"Sch! Guysss aku dapat tugas buat teks eksplanasi. Tentang angin puting beliung. Yang bener itu teks nya tentang angin puting beliung secara umum, atau lebih spesifik ke suatu kejadian misal angin puting di cirebon ya?"
1458,2022-08-14 07:04:08+00:00,ayezragiel,"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?"
1459,2022-08-14 00:30:43+00:00,titsquirt,yaampun poni gue kayak angin puting beliung
1460,2022-08-13 13:02:56+00:00,beehappy4lyfe,Tertekan banget liat upin ipin eps puting beliung ni. Vibesnya serem banget
1461,2022-08-13 10:07:46+00:00,dorenminfasol,"Ujan angin nya gede banget deh sumpah, ini ga ada angin puting beliung lagi kan?"
1462,2022-08-13 07:23:42+00:00,novianpal,"Hujan deres, sendirian dirumah, trauma gara2 genteng mabur kena puting beliung, dah komplit jadi satu siang ini. Hanya bisa berdiam diri dikamar &amp; ngetweet😩😩😩
Takut bgt astagfirrrr🥺"
1463,2022-08-13 06:48:38+00:00,jwwwprk,ih dirumahku mendung mana anginnya kayak puting beliung smpe tiang tiang bendera pada jatuh 😧
1464,2022-08-13 05:12:31+00:00,rarepersonxx,"Aku anak pertama yang kuat!
Ini baru gerimis kecil doang yaelah, kemaren udah pernah nerjang badai gede angin puting beliung bisa kokkk -,-"
1465,2022-08-12 16:58:32+00:00,cavescone,"besok ujan dong, ribut kek, angin puting beliung juga gpp"
1466,2022-08-12 16:39:51+00:00,buculaci,Angin kuat gini macam ada puting beliung tengah laut
1467,2022-08-12 10:01:36+00:00,bitterieme,"Ya Allah angin puting beliung😭
Rumah atas habis sebelah😭"
1468,2022-08-11 22:44:36+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1469,2022-08-11 10:21:15+00:00,rishining,gua dah lelah letih lesu ditambah hujan deres LITERELI UJAN ANGIN BADAI TOPAN PUTING BELIUNG YA ALLAH MAU PULANG
1470,2022-08-11 07:38:01+00:00,arthurxvyz,"angin puting beliung ukuran bh nya berapa?
🤔🤔🤔🤔🤔"
1471,2022-08-11 05:41:50+00:00,adolescenttt123,"Ni apalagi nih sekarang, labalaba dimakan uler ketiup angin puting beliung?! 🙃"
1472,2022-08-11 05:22:49+00:00,itsme_zey,"🕷️🐍🌪️ keknya bencana alam dimana hewan hewan bertebaran, gara gara kena angin puting beliung 😩👍"
1473,2022-08-11 05:11:05+00:00,PHRlNCEU,Laba laba dan uler kejebak di angin puting beliung
1474,2022-08-11 05:06:15+00:00,japotalays,"laba-laba, uler, skrg puting beliung😂"
1475,2022-08-11 05:03:18+00:00,ZIN0SAURUS,PUTING BELIUNG APE LAGIII😭
1476,2022-08-10 13:23:47+00:00,_pirapiii,kamar gua kayak abis kena puting beliung
1477,2022-08-10 10:48:05+00:00,kintanmarc,baru pertama kali ngerasain angin puting beliung
1478,2022-08-10 10:35:05+00:00,faiztono3,Cuk puting beliung
1479,2022-08-10 07:12:41+00:00,guecintasih,Oalah anjeng abis badai ada pelanhi terus ada angin puting beliung!!!! KENAPESIH YA ALLAH STRESSSSS IBARAT UDAH NAIK GUNUNH TERUS LU DIJOROKIN AMA TEMEN LU
1480,2022-08-09 18:33:29+00:00,Kopipait41,Yg paling ditunggu berikutnya... motif dan mungkin ga yah ada nyanyian sang bintang 2 yg bisa bikin badai puting beliung di institusi itu?
1481,2022-08-09 10:46:40+00:00,alisyarief,"Panas dan Puting Beliung Sambo Efek sedang menerpa Mabes Jakarta Selatan, ya!!!"
1482,2022-08-09 10:09:44+00:00,pompompaww,ih gua jadi inget pas smp sore sore mau pulang malah ujan + puting beliung ampe kaca jendela sekolah gw pada pecah wkwkw
1483,2022-08-09 09:33:50+00:00,darkjokerrrrr,Ada gak sih jasa rakit hati yg ambyar berkeping keping akibat terpaan badai puting susu *ehh puting beliung 🥶
1484,2022-08-09 05:41:42+00:00,norainhanani_,Semalam punya angin. Seram. Macam ada puting beliung somewhere
1485,2022-08-08 14:44:46+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1486,2022-08-07 16:44:12+00:00,kokoniui,ingin menjadi dewa angin puting beliung
1487,2022-08-07 07:55:53+00:00,Vernewnchwe,Kaya hbs kena angin puting beliung 😅
1488,2022-08-07 03:29:59+00:00,shinlichiro,Gue baru sadar gue freak banget. Angin puting beliung😂😂😂
1489,2022-08-07 01:05:04+00:00,seductivebwitch,"Dalam hidup seorang manusia, waktu hanya sekejap, keberadaannya berubah, persepsinya berkabut, komposisi dari seluruh tubuh akan membusuk, pikirannya berputar-putar seperti angin puting beliung, peruntungannya tidak bisa diramalkab, ketenarannya tidak jelas."
1490,2022-08-06 19:18:48+00:00,asbon_sijaya,"Ingat bisikan bisikan orang melarat bisa ditampung oleh angin,menjadi puting beliung yang dapat mempora porandakan kekokohan gedung pencakar langit."
1491,2022-08-06 15:41:46+00:00,jeonginsavior,ayen walopun napas lu suka nubruk nubruk ke mic hp lu dan kek ada puting beliung vn lu selalu gw tunggu setiap hari😔❤❤❤ trus pas gw denger suaranya gw gapernah absen mukul tembok krn saltink😔
1492,2022-08-06 15:19:41+00:00,chelseaqirani,Mandi jam segini yang masuk ke badan angin puting beliung
1493,2022-08-06 15:17:54+00:00,aidilfds,firstime siak nampak puting beliung depan mata 😂
1494,2022-08-06 09:04:13+00:00,itstoas,Puting beliung owwwwhhh
1495,2022-08-06 02:16:06+00:00,simpananmafia,udsh pernah kesedot angin puting beliung belom
1496,2022-08-05 13:16:31+00:00,orbisantiqvi,kenapa ac di eskalatornya dukuh atas kenceng banget anjiirr wkwkw udah kayak kena angin puting beliung
1497,2022-08-05 06:44:47+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1498,2022-08-05 03:03:16+00:00,yosuakristi,Biasanya nih badan kena hujan badai topan puting beliung gpp. Sekarang tumben lemah gegara gerimisan doang. Huuw sorakin 👎🏻
1499,2022-08-04 12:29:24+00:00,uchanrachman,"Rumah tangga yg tadinya adem ayem gemah ripah loh jinawi,lalu berubah jd sering terjadi badai,angin topan,puting beliung, longsor :("
1500,2022-08-04 03:50:03+00:00,saidatul_aqilah,Temper macam puting beliung dua tiga menjak ni. Kena banyakkan zikir ni. Ya tuhan.
1501,2022-08-03 12:25:16+00:00,ghinaadilla,Serem juga nih upin ipin eps puting beliung
1502,2022-08-03 09:03:39+00:00,ijul_tok,Wong kadang d persulit y kobongan gempa puting beliung barang hare lol mbuh sih...Wallahu a'lam bishahwab
1503,2022-08-03 07:35:21+00:00,Askrlfess,"[Askrl] 
PUTING BELIUNG ITU

PUTING NYA SIAPA?"
1504,2022-08-03 04:27:27+00:00,muhhhhriz,angin puting beliung nek disentlik putinge nesu ra yo
1505,2022-08-02 11:03:30+00:00,miaxggc20,nonton upin ipin eps angin puting beliung aja gua nangis☺️ lemah bet lemah
1506,2022-08-02 10:43:57+00:00,ockyRizkey,Puting beliung wuuuuuuuuuu...
1507,2022-08-01 23:04:26+00:00,ayezragiel,"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?"
1508,2022-08-01 22:44:42+00:00,bryan_newbie,"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong."
1509,2022-07-31 15:42:47+00:00,smokeaddicte_,"Yang lain pada sibuk mikir jodoh nikah, aku masih sibuk mikir angin puting beliung kalau putingnya disedot marah ga yaa??"
1510,2022-07-31 14:58:37+00:00,06crissaegrim,"kenapa dendro gaada reaksi sama anemo?
kan pas puting beliung ada pohon juga didalemnya"
1511,2022-07-31 14:03:51+00:00,coclatei,"angin puting beliung klo putingnya diplintir sakit gk y,,,"
1512,2022-07-31 01:30:46+00:00,pasundawn,angin puting beliung tu putingnya spa
1513,2022-07-31 00:55:32+00:00,ssefnum,-rl puting beliung tu putingny spa
1514,2022-07-30 16:55:46+00:00,salonppasshot,Cuaca di sulawesi lg jelek bgt dah ah ampe tdi garuda tujuan Upg-palu turbulens krn angin puting beliung:')
1515,2022-07-30 16:10:05+00:00,cudburys_,pemurus luar kena angin puting beliung terus njirr😭
1516,2022-07-30 14:26:37+00:00,llybyy,"Cewek kalo mau jalan, dari rumah jilbab rapi tegak berdiri kokoh kek pendirian ku dapatkan kamu. Ehhh Sampainya di lokasi itu jilbab macam kena angin puting beliung disusul badai halilintar😭"
1517,2022-07-30 10:13:39+00:00,olyllbukanoil,kyknya emg hrs hati gw yg tahan banting angin puting beliung sih.
1518,2022-07-30 03:16:18+00:00,xxhoneypopsmoke,Ini mah yg masuk bukan angin biasa kayanya puting beliung anjir
1519,2022-07-30 03:10:11+00:00,SetengahBangun,"Semoga hari ini cerah buat kalian, buat kominfo hujan badai angin puting beliung aja"
1520,2022-07-29 10:24:28+00:00,matcharene,semangat terus drimis abis ini kamu makin besar makin jaya JAYA J A Y A! abang kamu yang itu juga dulu lagi baru jaya gak lama ketiup puting beliung. tp hamdalah makin cucok meong. semangat terusssss
1521,2022-07-29 08:05:33+00:00,monkeypawss,hujan puting beliung diriku sibuk menyelamatkan kucing
1522,2022-07-29 04:54:07+00:00,sweetbutmom,"Kalo liat kafe-kafe tengah sawah gak pernah pengen karena belakang rumah persis juga ada kafe serupa, tinggal buka pager belakang wkwk.

Tapi pas hujan kemarin kena puting beliung, sampai sekarang masih dalam proses renov."
1523,2022-07-28 16:00:29+00:00,kingofduckk,Kipas di kamar gw kek angin puting beliung anjir kenceng bngt
