,Date,User,Tweet
1437,2023-01-14 14:57:05+00:00,pradikthaa,Bersiaplah tsunami trophy akan segera datang
1438,2023-01-14 14:53:00+00:00,getyouthemo0n,Teori tsunami trofi is real kah adick adick?
1439,2023-01-14 14:52:28+00:00,yourmascrush,emyu bakal tsunami trofi kah?
1440,2023-01-14 14:49:34+00:00,diyoursmile,Siap tsunami tropi iki weh
1441,2023-01-14 14:45:50+00:00,Rizkyfirdh,Info tanda2 tsunami trofi
1442,2023-01-14 14:45:05+00:00,sandy_apps,Siap siap tsunami trofi bang☝️ @BintangAdityas @hlmsyfrddn
1443,2023-01-14 14:42:52+00:00,alghidi17,king emyu menuju tsunami tropi
1444,2023-01-14 14:41:07+00:00,YUDHA_MOU,Emyu bersiap tsunami trophy.. Ten Hag keren.. Rashford gacor #Mufc #GGMU
1445,2023-01-14 14:40:42+00:00,faisalrusl,Mu otw tsunami tropi
1446,2023-01-14 14:38:48+00:00,YUDHA_MOU,Emyu siap2 tsunami trophy
1447,2023-01-14 14:36:00+00:00,bamabasonta,yok monggo yg mau ngetweet tsunami trofi dipersilahkan
1448,2023-01-14 14:35:59+00:00,rifkiilhamy,Assalamualaikum Tsunami Trophy 🙏🏻🌊🌊🌊
1449,2023-01-14 14:34:15+00:00,rizkiherdhitama,Bakalan tsunami trophy nih kayanya king emyu 🤣
1450,2023-01-14 14:33:59+00:00,rafimohamadd,Mohon maaf hari kebangkitan Tsunami Trophy telah dimulai #GGMU Bhaaaa 😛
1451,2023-01-14 14:33:52+00:00,riset____,TSUNAMI TROPHY SEMAKIN TERLIHAT NYATA 🔥🔴🔥🔴🔥
1452,2023-01-14 14:32:07+00:00,agungnyaasik,"PPP info tsunami trophy EMYU???
@infoBMKG"
1453,2023-01-14 14:31:57+00:00,rofied_m,wah jd nih tsunami trophy..
1454,2023-01-14 14:29:56+00:00,MarsvonLufmoore,Info tsunami trofi
1455,2023-01-14 14:28:36+00:00,fauzanfebryanL,Anjir MU menuju tsunami trofi lah kalo gitu jirr
1456,2023-01-14 14:28:13+00:00,srytmn,Emyu otw tsunami trophy!!
1457,2023-01-14 14:27:52+00:00,dzikrians,waspada tsunami🏆
1458,2023-01-14 14:27:18+00:00,badutsettingan,Ampun bg @jemmiexyz @Faizii_ tsunami trophy is rill
1459,2023-01-14 14:27:12+00:00,undipmenfess,-DIPS! EMYU SIAP TSUNAMI TROFI 🥳
1460,2023-01-14 14:26:49+00:00,MFadel__,peringatan dini tsunami trophy ⚠️⚠️🌊
1461,2023-01-14 14:26:49+00:00,no_classified,"Gimana nih mas @petak2nusantara, jadi tsunami tropy kah ?"
1462,2023-01-14 14:24:56+00:00,aadamame,info manchester peringatan dini tsunami
1463,2023-01-14 14:24:46+00:00,str0600,"Tujuan erick ten hag ngelatih king emyu
1.mainkan casemiro
2.cadangkan maguire
3.buang ronaldo ke arab
4.tsunami trofi"
1464,2023-01-14 14:21:13+00:00,Endy_freakz,"Adhana paatha....nanga othukkuta lum neeyi othukka maatiye....

Apdi nadandha tsunami confirmed...
😏😏"
1465,2023-01-14 14:19:53+00:00,levi_okta,Siap siap ada tsunami
1466,2023-01-14 14:18:45+00:00,Raapiii__,"Cuman mo ingetin, emyu siap tsunami tropi musim ini 😎"
1467,2023-01-14 14:14:46+00:00,bangkotz,JANCOKKK LETSGOO TSUNAMI TROPI IS ON DA WAY
1468,2023-01-14 14:12:34+00:00,fishedusjenkins,bakal ada tsunami trophy bentar lg
1469,2023-01-14 14:02:43+00:00,Sobatkumaan,Dari jam 8:00-17:00 stay di museum tsunami
1470,2023-01-14 13:50:00+00:00,maskisnaa,Makan tu tsunami trofi tololll
1471,2023-01-14 13:24:44+00:00,Izha19314859,"Tsunami PHK di bidang yang katanya digandrungi Gen Z (startup dan e-commerce) pun sudah terjadi dan siap mengancam setiap orang sewaktu-waktu.
Live React with us
#PemudaMuliadenganIslam
#IslamSolusiKehidupan"
1472,2023-01-14 12:51:51+00:00,injokeerr,Progressnya ETH semakin nyata buung. Yakali ga tsunami trophy..
1473,2023-01-14 11:38:01+00:00,h3121ok,Ebes mania belum bisa menerima tsunami fakta
1474,2023-01-14 10:05:30+00:00,abcssssssssssss,"jahat banget sih, gak ngehargain perasaan orang. biarin aja kena tsunami :'("
1475,2023-01-14 08:53:23+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1476,2023-01-14 07:51:21+00:00,nsyifaaaar,"kenapa ya kalo mimpi tsunami udahnya cape bgt, mana sering parah mimpi bgtu😫"
1477,2023-01-14 06:57:22+00:00,ngueeeng0_o,Ak naik ichi ocha sm tsunami wkwkwkwkk akhirnya dibolehin naik
1478,2023-01-14 04:53:42+00:00,Jual003,apakah jakarta akan terkena tsunami
1479,2023-01-14 03:17:07+00:00,qnlvisvrdypy,serem bgttt mimpi tsunami😭😭
1480,2023-01-14 03:01:53+00:00,meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
1481,2023-01-14 01:30:04+00:00,ameeliaww,tsunami fakta wkwkw
1482,2023-01-13 23:57:52+00:00,YoriversFAMS_,"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori"
1483,2023-01-13 23:04:52+00:00,rayssxa,mlk ta pique tsunami
1484,2023-01-13 21:26:08+00:00,astriferdiana,"Nonton The Impossible, tentang kisah nyata keluarga korban tsunami di Thailand. Ngeri banget ga kebayang yg sebenarnya :(( Lagi enak2 liburan lalu tiba2 datang ombak setinggi pohon menghancurkan semua. Yang tadinya daratan menjadi laut berisi segala macam benda."
1485,2023-01-13 20:53:22+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1486,2023-01-13 19:35:35+00:00,priskabcdpqrs,"Siap siap anak monitoring besok pagi yahh, gue udah tsunami ni malem cuma berdua, kalian besok tinggal res-resan nya aja, cuma banyak sih haha"
1487,2023-01-13 17:45:46+00:00,irfandaufar,Baru awal tahun udah diterjang tsunami fakta kalo ternyata diomongin jelek di belakang.
1488,2023-01-13 16:08:14+00:00,chucktuylur,"Dia punya kalut macam tsunami dekat Jepun, puting beliung dekat US, gempa bumi dekat Indonesia &amp; letus gunung berapi Tonga, jadi serentak!!

Kacau! Haru biru!"
1489,2023-01-13 15:46:23+00:00,HariMinggo,"#Gempa Mag:5.0
 13-Jan-23 22:41:45 WIB
 Lok:2.44 LS-138.59 BT (30 km Tenggara MAMBERAMOTENGAH-PAPUAPGNGN)
 Kedlmn:54 Km
 tdk berpotensi tsunami 

-2.44,138.59

@xoerbiston
@infoBMKG"
1490,2023-01-13 15:46:23+00:00,HariMinggo,"#Gempa Magnitudo: 5.0
 Kedalaman: 54 km
 13 Jan 2023 22:41:45 WIB
 Koordinat: 2.44 LS-138.59 BT (30 km Tenggara MAMBERAMOTENGAH-PAPUAPGNGN)
 Tidak berpotensi tsunami 

-2.44,138.59

@xoerbiston
@infoBMKG"
1491,2023-01-13 13:34:45+00:00,sbtgenssprod,"Dengerin don't go taun lalu banjir aja
Taun ini banjir bandang
Taun depan tsunami"
1492,2023-01-13 12:50:23+00:00,HariMinggo,"#Gempa Mag:5.1
 13-Jan-23 19:44:51 WIB
 Lok:7.13 LS-130.50 BT (129 km BaratLaut MALUKUTENGGARABRT)
 Kedlmn:101 Km
 tdk berpotensi tsunami 

-7.13,130.50

@xoerbiston
@infoBMKG"
1493,2023-01-13 12:50:23+00:00,HariMinggo,"#Gempa Magnitudo: 5.1
 Kedalaman: 101 km
 13 Jan 2023 19:44:51 WIB
 Koordinat: 7.13 LS-130.50 BT (129 km BaratLaut MALUKUTENGGARABRT)
 Tidak berpotensi tsunami 

-7.13,130.50

@xoerbiston
@infoBMKG"
1494,2023-01-13 12:46:52+00:00,1nsanedolly,Agak ketawa dkit liat komen yg g bgtu relevan bngt sm topiknya tp di rt sm orng2 Trs pda kek TsunAmi FakTA😵😵😨😱
1495,2023-01-13 11:33:49+00:00,ozeons,"org kl dah tsunami fakta ilang semua njir bukti""nya kl ga di ss"
1496,2023-01-13 11:31:58+00:00,weningiy,( Mentab aku udah kayak tsunami 😭 )
1497,2023-01-13 07:16:57+00:00,Dasarified,Boss tsunami incoming erragadda lo oka berth Kali unchandi nizam nawab Balayya ni padukopettali #WaltairVeerayya
1498,2023-01-13 06:21:12+00:00,NiggaNextDor,Monana o itshasang Tsunami ga nale ditlhabi 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
1499,2023-01-13 03:39:06+00:00,M__Akbar96,"Hati"" Untuk daerah padang bencana alam akan terjadi
#Gempa #Tsunami #banjir"
1500,2023-01-13 03:01:51+00:00,meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
1501,2023-01-13 02:53:23+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1502,2023-01-13 01:50:50+00:00,deardeariii,"Serem banget tadi malam masa aku mimpi kena tsunami... Tapi settingnya kayak desa gitu bukan kota..

Jadi langsung naik ke atas mesin kontraksi yang besar gitu diikuti org banyak, tiba-tiba ada yang teriak ""Eh disana ada kolam renang tinggi, ayo kesana aja!"" 😭"
1503,2023-01-13 00:27:54+00:00,YoriversFAMS_,"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori"
1504,2023-01-13 00:04:14+00:00,JSS16_,"Tsunami waro ini rill cuy!!!!
Dan gua baru liat pm bocahnya 😭💙"
1505,2023-01-12 23:00:23+00:00,akifobico,mi prima dijo k tngo k aprender a nadar para los tsunamis ktmBSNFNGKSKSK
1506,2023-01-12 21:49:06+00:00,tsunami_josuke,TER STEGEN D’DNDNDBDBDB
1507,2023-01-12 20:42:39+00:00,tsunami_josuke,FKDJJDJDBDBDBDBDBD ROBERT
1508,2023-01-12 18:22:00+00:00,fawahun,kenapa la termimpi tsunami. seram betul laa 😭 moga dijauhkan dari bencana alam mcm tu 😩🤲🏻
1509,2023-01-12 17:34:05+00:00,forbidden_ys,"Aku sdh pernah melalui badai, topan, petir halilintar, tsunami, jika hari ini aku terkena hujan, itu ku anggap hanya air untukku mencuci muka."
1510,2023-01-12 15:28:52+00:00,AkbilFauzi,"Prei liga indonesia,mending fokus nonton emyu ( otw banjir tsunami trophy )😂😜"
1511,2023-01-12 14:53:15+00:00,szamaan19,"Yang dimimpiin tsunami udah banyak nih, saatnya hapalin surah al-kahfi"
1512,2023-01-12 14:30:20+00:00,mimpitragedi,"apa kata kashmir setelah mendongeng begitu banyak nya, sudah berjalan begitu lamanya kejadian yang membuat tsunami antar benua. lagi pula pak deden segan dengan dia tapi malu. dan entah apa yg kashmir katakan selalu benar dan akurat... siapakah kashmir?"
1513,2023-01-12 14:02:58+00:00,Fakta2WOW,Sekitar 80 persen dari seluruh tsunami yang telah terjadi berada di Samudra Pasifik.
1514,2023-01-12 13:54:06+00:00,rwinsmithh,MU sudah siap tsunami trophy kh
1515,2023-01-12 13:08:31+00:00,msekasari,"Mimpi tsunami selepas subuh, eeh beneran kejadian ada tsunami di rumah, begaduh lagi ibu dan mbahnya gara-gara anak lanang"
1516,2023-01-12 12:45:04+00:00,ssrah_myss,ada orang kaya yg diuji dengan tsunami yg mengakibatkan hartanya raib.
1517,2023-01-12 12:18:47+00:00,_iamrrk_,sir pathan trailer ka tsunami response dekh kr kesa laga #AskSrk
1518,2023-01-12 11:14:30+00:00,amioodarone,"kolam renang hawai sg tsunami guendeng, kocomotoku kocoe ilang siji🙂"
1519,2023-01-12 11:07:35+00:00,alwanlatief,Emyu otw tsunami kah? Rill kah?
1520,2023-01-12 09:37:36+00:00,xxbrnaa,"kasian hati moengilku terserang badai, petir, angin ribut, halilintar, tornado, angin puting beliung, banjir, tsunami"
1521,2023-01-12 08:53:23+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1522,2023-01-12 08:01:44+00:00,egaalice,"Tsunami : T tidak dibaca

Honest : H tidak dibaca

Island : S tidak dibaca

Kamu : chatnya tidak dibaca, capernya dihiraukan, storiesnya di skip.. tapi masih ngarep aja"
1523,2023-01-12 06:28:14+00:00,yeochinjuna,"bantu pilihan dunks kan buat tugas bhs ing (explanation text) enakny tsunami, global warm, atau salju?"
1524,2023-01-12 05:38:36+00:00,AreTheAnt,"Tiba2 kena tsunami gawean, bismillah semoga tenggelam dalam lautan cuan"
1525,2023-01-12 05:32:30+00:00,margarineonion,mimpi kena tsunami yang di sebabkan kraken
1526,2023-01-12 04:59:27+00:00,rubyjolane,ke-empat kali nya gw mimpi tsunami..
1527,2023-01-12 04:05:46+00:00,Sans_30,"Kalo kmarin badai..
Sekarang dan ntah sampai kapan hrs siap menghadapi gelombang tsunami
Semangat buat badan yang masih bertahan sampai saat ini..
Tq"
1528,2023-01-12 03:05:46+00:00,kerispi,OWYA W BELUM NYELESEIN MISI ZOMBIE TSUNAMI
1529,2023-01-12 03:01:37+00:00,meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
1530,2023-01-12 00:57:52+00:00,YoriversFAMS_,"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori"
1531,2023-01-12 00:42:56+00:00,aamirmisra,"Tiada fonem 'ts' dalam bahasa Melayu.

Tetapi ejaan tsunami dikekalkan, tidak dieja sunami.

Etimologi katanya berasal daripada perkataan Jepun, tsu (pelabuhan) dan nami (gelombang)."
1532,2023-01-11 23:54:22+00:00,earllwl,emyu otw tsunami trophy 🤲🤲
1533,2023-01-11 22:18:38+00:00,SimpatisanMCFC,"Tsunami trophy king emyu yg dulu diketawain banyak orang lambat laun menuju kenyataan. Emyu masih bertahan di FA, Carabao dan Europa. Performa di EPL jg sangat membaik. Ngeri."
1534,2023-01-11 21:37:27+00:00,MaybachBoiMickz,Sammie x Tsunami 🌊
1535,2023-01-11 18:19:11+00:00,v_nyanya,jangan kepancing sama orang idiot mir. inget : gak ada bukti yang cukup buat menyakinkan orang idiot. mereka akan kekeuh sama opininya mau dikasih tsunami fakta berkali kali pun. mau diberitahu satu negara juga gak akan ngaruh apa-apa. save your energy mir.
1536,2023-01-11 17:45:29+00:00,Ezkrnwn,ngimpi tsunami😢
1537,2023-01-11 16:36:23+00:00,peerrriii,Mimpi terus terusan kena tsunami  itu kenapa yaa
1538,2023-01-11 16:01:44+00:00,Rizairawan94,Besok sepertinya Jenovers akan dikasih badai tsunami dari Jeff tau kondisi novia dan mungkin video berantem viral jadinya papjun membara lagi..sering2 aja konflik dan war dengan keluarga wardhana #TakdirCintaYangKupilih
1539,2023-01-11 15:13:41+00:00,pakbamban9,"aku tdi tidok mimpi tsunami tbtb, tsunami itu terjadi karne Ultraman jahat menghentam kan tangan nya di laut ,dan karna emosi aku berubah jdi Ultraman baik dan mengajak teman2 Ultraman ku untuk mengaktifkan robot Ultraman baik diatas gunung gk alama dari situ kebangunn"
1540,2023-01-11 14:53:23+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1541,2023-01-11 12:45:44+00:00,yuari_sarah,"Gw mimpi tanggal 3/4 Februari ada gempa besar di Jawa &amp; ada tsunami mirip banget kayak nyata 🥲
Untung cuma mimpi kirain beneran"
1542,2023-01-11 12:42:28+00:00,ramliskots,"buat hidup tidak takut mati wajib belajar sama orang maluku, setiap hari ancaman gempa, tsunami, gunung meletus. Itu baru dari alam blm dari manusia yang lg asik tambang. Cuaks"
1543,2023-01-11 11:12:48+00:00,qifuatnalsor,"I hate this egoistical part of mine. Jenis perang dingin dengan orang tersayang. I guess I'm just tired of mengalah always since birth because I'm the eldest.

tenanglah, telan liurmu
tarah ego menggunung
ingatlah, lidah kadang terlalu tsunami
buat rumah tangga di pantai hati."
1544,2023-01-11 10:44:56+00:00,_kiroranke,"SUKARUMIRYOUNE
fushururu fushururu dokugasu hihaishuu
kamichirasu
zonbi, zonbi, teshita wa mina dorodoro
hashi kara tenraku bakku attakku
miseba toku ni wa nashi
tsugi, KAINAZZO
tsunami, tsunami, tsunami no kainazzo
kame otoko
aoi bodi akogare desura soutou
hiwai atama no tekatek"
1545,2023-01-11 10:30:06+00:00,tanyakanrl,"jurusan kuliah yang membahas tentang gempa, tsunami intinya belajar tentang bencana alam dan apapun tentang alam apa ya, kalau teknik geologi termasuk gak? tanyarl"
1546,2023-01-11 06:20:26+00:00,adnindyachandra,"🙋🏻‍♀️: “wow tsunami self-development in life and work agak kenceng ya awal tahun?”
life: “katanya mau bertumbuh?”

My significant other selalu bilang kalo maunya banyak dan besar, hidup gak akan kasih tantangan yang kecil.

Yha bun yaa."
1547,2023-01-11 05:34:15+00:00,kepandem,ini meme emyu “tsunami tropi” “mu nih bos senggol dong” “tolong percepat laga lawan city” yg bkin keknya bukan fans emyu deh wkwkwkwkwk lucu2 bet anying
1548,2023-01-11 04:26:20+00:00,sayafmurtazar,mimpi ikut simulasi tsunami
1549,2023-01-11 03:48:04+00:00,sungchanation2,harap warga sekitar waspada karna sebentar lagi emyu akan tsunami trophy
1550,2023-01-11 03:01:30+00:00,meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
1551,2023-01-11 02:53:22+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1552,2023-01-11 02:26:28+00:00,choaiueo,"Setidaknya test ombak yang kulakukan sudah berhasil ges yak, tinggal menjaga ombak ini tidak menjadi tsunami dan menghancurkan segalanya."
1553,2023-01-11 02:22:33+00:00,JuplekO,"Gapernah takut sama gempa apalagi tsunami, kita udah sering simulasi di kosan, kadang dirumah, kadang juga ke oyo kalau ada duit lebih..."
1554,2023-01-11 01:47:29+00:00,davodiIIe,hbis mimpi kena tsunami kirain sy dibangunin dengan cara disiram ternyata enggak
1555,2023-01-11 01:27:55+00:00,YoriversFAMS_,"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori"
1556,2023-01-11 00:46:05+00:00,parafletamol,Semalem mimpi tsunami pas lagi acara kampus di Pulau sebrang masa. Lumayan berasa paniknya😢
1557,2023-01-11 00:27:50+00:00,pbauliaaa,"2hari yg lalu gempa kan ya, nah malemnya pas tidur w mimpi tsunami😭😭"
1558,2023-01-10 23:06:00+00:00,BMempesona,benarkah jepang tsunami
1559,2023-01-10 22:35:00+00:00,hamjar038,"Kemarin malem gempa 7.9 SR di wilayah Maluku. Ga kerasa. Bangun jam setengah 3 pagi, cek HP ada notifikasi beware of potential Tsunami. Tidur lagi."
1560,2023-01-10 22:16:26+00:00,moonbaby0130_,"kmrin aku mimpi tsunami, aku tenggelam dan posisinya aku tau kalo itu mimpi tapi aku ga bisa bangun semacam ketindihan, stelah itu bisa bngun trus tdur lagi aku mimpi lagi kek dichat sm cwo gtu ""can i call you?"" aneh bgt 😭 dan yg trkhir aku mimpi dngerin tangisan bayi, itu kek"
1561,2023-01-10 21:58:37+00:00,utdtrollid,"emyu menang terus, tanda2 tsunami trofi?"
1562,2023-01-10 18:36:32+00:00,Leonrdhlha,"Gua kalau all in sama kmu
Mau Hujan Badai bahkan Tsunami
Kamu tetap kamu yang gua mau gak orang lain :)"
1563,2023-01-10 16:00:39+00:00,ayangpajitrej0,"Masih galau bsok bali kampung baik bus apa kapal aja.. maunya kapal sih, soalnya bapak nitip rambutan jdi bsa beli memang dipelabuhan.. tpi, semalam ada pemberitahuan tsunami daerah sultra, jdinya ragu.. kalau bus, nnti rambutannya gimana.."
1564,2023-01-10 15:55:13+00:00,naaadella,"awal tahun gw tsunami, iya tsunami air mata.. 
januari gw kebanjiran, iya kebanjiran air mata.. klo januari kalian gmna gais?"
1565,2023-01-10 13:27:55+00:00,Astrll1212,Mimpi tsunami bertanda apa !???????
1566,2023-01-10 13:01:42+00:00,nurh43366598,"Kamu tahu gak. Gelombang tsunami?mungkin kalau di gambarkan keadaanku sekarang 100xlipat gelombang tsunami
#โอมภวัตออกมาพูดเถอะ 
#JAEHYUNforPradaSS23 
#ViratKohli𓃵"
1567,2023-01-10 12:53:38+00:00,MochGuntoro21,"Ngeri bet januari, masalahnya langsung ke tsunami"
1568,2023-01-10 12:29:03+00:00,icenoncoffee,Hari ini mengalami banyak tsunami fakta🌊
1569,2023-01-10 11:52:08+00:00,dihbacotbat,"Helleh gempa dan peringatan tsunami ko tanda peringatan siaganya dari australia BMKG kemana aja blok!!
#Gempa"
1570,2023-01-10 11:24:03+00:00,uj3k,Baru tau klo abis ada berita gempa di maluku yg berpotensi tsunami 😢
1571,2023-01-10 11:21:15+00:00,teuku__kamil,"Belajarlah dari hubungan sampai kamu tau bahwa pondasi hubungan adalah pihak laki-laki. jika laki-laki mau bertahan, ibarat perempuan seperti badai, angin topan, banjir, tsunami sekalipun jika benar sayang dia tidak akan melepaskan begitu saja."
1572,2023-01-10 11:12:28+00:00,IdLamalama,"Peringatan bencana ada dimana mana, mulai dari tsunami, gempa, longsor dan banjir terjadi hampir diseluruh wilayah. Hal tersebut diyakini dampak dari pemanasan global yang kian memburuk🥵"
1573,2023-01-10 10:30:11+00:00,rimasuwarto,"Ya Allah lindungi kami. Hari ini gempa bumi gede2 bgt liat di bmkg. 7,9 SR 4,9 SR 4,5 SR dr maluku, ke lampung, ke pangandaran. Kayak beruntun kayak di satu zona yg sama. Semoga tdk terjadi tsunami dan gempa gempa lagi Ya Allah 😭😭😭 Lindungi kami Ya Allah😭😭😭"
1574,2023-01-10 10:26:00+00:00,bonjavrnue,"aaaaa temen2 makasih doanya!! alhamdulillah aku sekeluarga baik2 aja🥹 titik gempanya dekett bgt ke tempatku, tadi subuh sempet rame katanya mau tsunami tapi hamdalah gk knp2 sejauh ini huhu stay safe yaaa semuanya💙"
1575,2023-01-10 09:28:42+00:00,navyrulf,"Gempa gede terus sempet ana ancaman tsunami, ning twitter e pak @jokowi durung ngetwit bab gempa maluku ya?"
1576,2023-01-10 08:53:23+00:00,Arthur__S4,yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami
1577,2023-01-10 08:25:26+00:00,Beechtt,takut banget habis mimpiin tsunami..
1578,2023-01-10 07:25:15+00:00,himurotsuki,Itu yg gempa dan tsunami knpa ga bnyk beritanya ya di tv
1579,2023-01-10 07:06:06+00:00,jmb_JQ,"Dari Korban Tsunami, Korban
Gempa Bumi, Korban Banjir
Hanya Korban Sakit Hati yang
Sulit di evakuasi"
1580,2023-01-10 06:58:21+00:00,Bubblecoconut1,Pengen deh tinggal di Island daerah Pasifik yg gak gede2 banget. Biar kata rawan tsunami sama anginnya gede2 tapi kayaknya enak aja gitu
1581,2023-01-10 06:48:50+00:00,painutbutter,"katanya kalo lg ada tsunami brrti tuhan sedang marah, trus kalo kita yang marah sama tuhan tandanya gmna?"
1582,2023-01-10 06:41:45+00:00,M__Akbar96,🌊🌊🌊 tetap berhati-hati siaga jangan tergesa-gesa berlindung kedataran yg tinggi serta aman #Gempa #Tsunami #Indonesia #viral
1583,2023-01-10 06:17:20+00:00,pakshalsanghvi,"Party #Pathaan ke ghar pe rakhoge toh mehmaan nawazi ke liye Pathaan toh aayega...aur patakhe bhi layega !  
Box-Office Tsunami on its way !"
1584,2023-01-10 06:10:04+00:00,sir_wycky__,..'Hizo wire mnadunga ni imbo unadhani mbona mnapata rashes kwa shingo'..😂🎵🎶- Tsunami
1585,2023-01-10 05:43:55+00:00,airuy0u,"Jakut panas banget, tapi, kalo ujan gue takut tenggelem ato ga tsunami alias air lautnya kenapa tambah tinggi woi 😭😭😭"
1586,2023-01-10 05:37:52+00:00,Eeembakmbik,"Jadi, tdi mlem aku bilang k temen kalau aku ada problem sma seseorang, trus aku mau ambil ala2 jalur hukum, biar orangnya jera.
Terus malemnya mimpi dikejar angin puting beliung, juga di kejar tsunami.

Pas kbangun sadar, bahwa rncana sya ini gk bner, akhirnya gk jadi deh.🤣"
1587,2023-01-10 05:30:31+00:00,okedehs1p,"semalem mimpi ada peringatan tsunami, trus di ramalan katanya aku bakal meninggal karna bencana itu, karna aku tau hal itu jadi aku diem pasrah sampe akhirnya aku kena lava dari erupsi gunung gitu dan beneran meninggal. abis aku meninggal kebangun ternyata mimpi"
1588,2023-01-10 04:24:33+00:00,gondrongLe,"Ngeri amat mmpi nya , tsunami setinggi gunung ,awal dr kota p di pulau Jawa"
1589,2023-01-10 04:07:55+00:00,anggunchrnnisa,"mimpi gue kalo gak survived from tsunami, dikejar zombie😰😰😰"
1590,2023-01-10 03:52:42+00:00,RajenderGajula2,Nanna tsunami itu chudu 💥🔥 @HumanTsunaME
1591,2023-01-10 03:44:16+00:00,rellyRock_,Free tsunami surf !!
1592,2023-01-10 03:22:35+00:00,cintya_danta,"hujan + angin kencang, kebakaran, berita gempa berpotensi tsunami, awal tahun yg abcdgfhdudyayagdysuhdhdjsk#$-_-_)$#/$+_-';*-#-$+$)_&amp;;"";#+#+"
1593,2023-01-10 03:01:45+00:00,meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
1594,2023-01-10 02:59:07+00:00,Botolkecap086,"Gini ya konteksnya gempa darat itu lebih berbahaya daripada gempa laut, karena frekuensi getaran gempa darat cepat merambat daripada gempa laut yang notabenya berpontensi tsunami."
1595,2023-01-10 02:41:02+00:00,shntxa,"semaleman banyak gempa berkali-kali dan rata juga kayaknya sumatera, jawa, Sulawesi, bahkan sampe notice tsunami"
1596,2023-01-10 02:33:38+00:00,heaveanilla,bangun2 shock juga udah siaga tsunami
1597,2023-01-10 02:26:46+00:00,fitriyuliasa,"Lagi baca"" gempa tsunami eh pas bgt tuh kartun si a'a jg ngomongin gempa"
1598,2023-01-10 02:25:39+00:00,rosid_abdillaah,"Tanggal 9 dan 10 Januari ini Twitter BMKG rame banget, ternyata gempa dimana-mana. Setelah semalam Pacitan. Dini hari tadi Maluku dihamtam gempa 7.9 SR berpotensi Tsunami. Alhamdulillah sudah dicabut pagi ini."
1599,2023-01-10 02:23:27+00:00,ijundanjin,Jawaban nya meni gtu padahal nanya beneran pedah gede weh gempa nya trus ada peringatan dini tsunami juga
1600,2023-01-10 02:19:42+00:00,zwovlyzth,"ya Allah baru liat Gempa Tsunami di Maluku, semoga semunya aman semua🥹🥹"
1601,2023-01-10 02:07:15+00:00,_Hrst,"Dini hari tadi tuh ada gempa gede banget (7,9sr) potensi tsunami tau, mungkin ada yang belum tau. Sekadar info."
1602,2023-01-10 01:57:51+00:00,YoriversFAMS_,"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori"
1603,2023-01-10 01:54:06+00:00,indahexpres_id,"Mimin baru tau informasi adanya gempa bumi yang berpotensi tsunami di Maluku Barat Daya ☹️

Mari kita doakan semoga sobat kita disana semua baik-baik aja ya. Stay safe Sobat Index..

#indahexpres"
1604,2023-01-10 01:50:28+00:00,pawpawei,"GUA BANGUN2 GTW APA2 NGANGONG2 DITANYA TEMEN2 ""LO GPP?"" ""LO AMAN?""
TERNYTA GEMPAAA PLUS PERINGATAN TSUNAMI DI MALUKU😭😭🙏🏻🙏🏻🙏🏻🙏🏻"
